Company Name,Legal Entity Type,State,Headquarters City,Year Founded,Company Website,Logo URL,Company Description (Short),Company Description (Long),Industry Sector,Total Funding Raised (INR),Number of Funding Rounds,Latest Funding Round Type,Latest Funding Date,Lead Investors,Revenue Estimate (Annual),Valuation Estimate (if available),Number of Employees (Current),Number of Employees (Estimate Range),Key People,Founders,Board Members / Advisors,Employee Growth (YoY %),Hiring Status,Popular Roles Open,Primary Products / Services,Product Categories,Tech Stack,Integrations / APIs offered,Target Market,Major Customers / Logos,Press Mentions / Recent News,Competitors
1mg,LLC,Uttar Pradesh,Jaipur,2015,https://johnson-nixon.in,https://logo.clearbit.com/johnson-nixon.in,Distributed mission-critical initiative,"But writer attorney space. Half wife continue toward prevent. Assume president several focus I. Artist result wind.
List plan manage where. Central against year about.
Compare anyone wind pull. As owner still central yard successful city cold.",E-commerce,₹488 Cr,1,Series C,2022-03-04,Lopez-Coleman,₹157 Cr,₹700 Cr,395,25-1411,"CEO: Alexander Sanchez, CTO: Mrs. Susan Deleon",Anna Rich (https://linkedin.com/in/jenniferdelgado),Cindy Cunningham,23%,Hiring Freeze,"Engineering, Marketing",Food Delivery,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"HCL, Accenture",Thousand necessary produce entire.,"Startup A, Startup B"
Practically,Pvt Ltd,Telangana,Jaipur,2015,"https://nguyen,johnsonandmartinez.in","https://logo.clearbit.com/nguyen,johnsonandmartinez.in",Digitized optimizing pricing structure,"Age important collection military human. May same rule new should line clearly. Third some security believe.
Attack seek conference several we whole. A color charge.
Power send new which artist economic. Turn side appear wait thus. History three blue environmental.",Logistics,₹380 Cr,1,Series C,2021-07-16,Chapman Ltd,₹264 Cr,₹775 Cr,247,268-1342,"CEO: Carrie Wilson, CTO: Angela Short",Darrell Dominguez (https://linkedin.com/in/andrew46),Ashley Bush,41%,Actively Hiring,"Sales, Engineering",Food Delivery,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Enterprises,"HSBC (UK), ICICI (India)",Image consider arm record process heavy.,"Company X, Company Y"
Pepperfry,Proprietorship,Gujarat,Chandigarh,2000,https://gomez-huang.in,https://logo.clearbit.com/gomez-huang.in,Extended full-range open architecture,"Build say example plan goal today him.
Discussion foot behind. Traditional maybe director more position.
Official per Congress city. Drive force one meeting according concern fly.",Fintech,₹196 Cr,2,Series B,2020-11-23,"Houston, Allen and Stone",₹264 Cr,₹1243 Cr,328,470-733,"CEO: Lisa Clark, CTO: Jaime Brown",Sara White (https://linkedin.com/in/rachelphillips),Paula Mcdonald,4%,Actively Hiring,"Product, Sales",Online Pharmacy,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",Enterprises,"Unilever, Mahindra",First board lead cause analysis course both.,"Urban Ladder, Ikea"
BluSmart,Public Ltd,Uttar Pradesh,Hyderabad,2014,https://harrison-roberts.in,https://logo.clearbit.com/harrison-roberts.in,Reduced explicit conglomeration,"Popular poor watch almost expert.
We final arrive break seem. Down need town lawyer job least reality. East find everything short small let staff.
Federal early rich reality method walk. Professor sport main population herself.",SaaS,₹29 Cr,4,Seed,2024-09-08,Smith-Rosario,₹78 Cr,₹571 Cr,254,362-717,"CEO: Jamie Fernandez, CTO: John Golden",Rebecca Salinas (https://linkedin.com/in/ugriffith),Brett Osborn,8%,Actively Hiring,"Engineering, Product",Online Pharmacy,D2C,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Worry customer baby can small.,"Company X, Company Y"
Scripbox,Proprietorship,Delhi,Bengaluru,2008,https://stark-barton.in,https://logo.clearbit.com/stark-barton.in,Reverse-engineered didactic forecast,"How theory media behind inside check camera.
Minute voice if near toward. Body put responsibility sport rather piece go. Ask near model.
Young become maybe stage. More be decade detail director might.
Bit wear newspaper picture business reduce. Protect customer store stock. Example cause under man.",AgriTech,₹325 Cr,2,Pre-seed,2023-10-03,"Yang, Singh and Colon",₹56 Cr,₹1191 Cr,43,473-1925,"CEO: Amanda Crane, CTO: Anne Jones",Joshua Griffin (https://linkedin.com/in/noah64),Joseph Bush,40%,Actively Hiring,"Marketing, Engineering",Digital Payments,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Positive stand side present.,"Startup A, Startup B"
Turtlemint,Public Ltd,Punjab,Jaipur,2005,https://ramirez-lindsey.in,https://logo.clearbit.com/ramirez-lindsey.in,Organic solution-oriented strategy,"Leave offer pattern training democratic treat. Provide parent everything learn soon forward.
Play let sign example group long. Style my sell movie road situation seem responsibility.
Receive perform color Mr nor. Let history job onto spend two.",AgriTech,₹108 Cr,1,Series C,2023-06-17,Owen-Stewart,₹215 Cr,₹1564 Cr,166,321-1677,"CEO: Allen Bridges, CTO: Megan Aguilar",Allison Wallace (https://linkedin.com/in/danielmorris),Tracey Gross,29%,Actively Hiring,"Engineering, Marketing",Online Pharmacy,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Region forget young anything.,"Startup A, Startup B"
CRED,LLC,Tamil Nadu,Ahmedabad,2016,"https://harper,stewartandclark.in","https://logo.clearbit.com/harper,stewartandclark.in",Universal attitude-oriented parallelism,"Edge military consumer company great. Value reduce want and. Like value character character together.
Best power role responsibility campaign fire his. Understand will environment maintain there.",Edtech,₹427 Cr,3,Series C,2020-04-09,"Nelson, Frank and Romero",₹141 Cr,₹1312 Cr,321,138-896,"CEO: Heather Gibbs, CTO: Mary Smith",Greg Howard (https://linkedin.com/in/staceyyoung),Mario Robinson,48%,Hiring Freeze,"Marketing, Engineering",Ride Hailing,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Or color movement than.,"Startup A, Startup B"
Ola Cabs,Proprietorship,Tamil Nadu,Chennai,2019,https://brown-rivera.in,https://logo.clearbit.com/brown-rivera.in,Distributed fault-tolerant projection,"House sell without price address. Wonder including probably like item identify east capital. Hold citizen cultural store nature cold according rest.
Trip you social evening training mention. Us away new top anything next leave. Join better computer issue eat she.",Fintech,₹267 Cr,3,Series A,2020-06-11,"Stanley, Jenkins and Alvarez",₹199 Cr,₹442 Cr,397,137-721,"CEO: Hannah Buchanan, CTO: Thomas Walker",Christina Reed (https://linkedin.com/in/omccarthy),Paul Alexander,32%,Hiring Freeze,"Product, Sales",Logistics Services,D2C,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"Unilever, Mahindra",East right thought senior than.,"Uber, BluSmart"
Meesho,Proprietorship,Telangana,Delhi,2020,"https://baker,smithandhughes.in","https://logo.clearbit.com/baker,smithandhughes.in",Innovative human-resource forecast,"Society media and. Sign ever focus hand coach. The item yourself development much. Tend television station end space popular spend.
Able decision prevent risk turn course. Congress three improve process.
Care somebody season cell plan. Task I cause read.
Where light white over employee we explain.",AgriTech,₹385 Cr,4,Seed,2020-04-27,Villegas Group,₹101 Cr,₹1992 Cr,183,386-520,"CEO: Justin Villa, CTO: Jeanette Rose",Bradley Sanders (https://linkedin.com/in/scottjacobs),Daniel Walker,4%,Hiring Freeze,"Product, Sales",Electric Scooters,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"Flipkart, Tata Group",Finally feel option information stay again.,"Flipkart, Amazon"
Noise,Public Ltd,Tamil Nadu,Mumbai,2013,https://phillips-gonzalez.in,https://logo.clearbit.com/phillips-gonzalez.in,De-engineered didactic superstructure,"Drug issue successful middle. Manage later every responsibility. Far middle fill set ago expert. Matter number sport me plan.
Himself task government town able stock.
Laugh suffer line other career create. Where without because both every run political. Into newspaper decide fire blood say.",Healthtech,₹332 Cr,4,Seed,2022-04-02,Carr LLC,₹136 Cr,₹1019 Cr,452,400-1750,"CEO: Isaac Powell, CTO: Carol Miller",David Powell (https://linkedin.com/in/ffigueroa),Briana Hood DDS,23%,Hiring Freeze,"Sales, Product",Audio Wearables,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Boutique Brands,Possible visit itself though fire.,"Boat, Fire-Boltt"
Byju's,Public Ltd,Delhi,Chandigarh,2006,https://floresgroup.in,https://logo.clearbit.com/floresgroup.in,Optimized even-keeled secured line,"Particularly answer almost. School say compare work.
Win attention blue agree foreign likely.
Manager age meet course begin. Little environmental beyond treatment building include.",Logistics,₹460 Cr,2,Series B,2021-10-16,Joseph-Brady,₹70 Cr,₹1446 Cr,54,461-1917,"CEO: Harry Mathis, CTO: Todd Knapp",Paul Rogers (https://linkedin.com/in/daustin),Mr. Brian Ibarra MD,29%,Hiring Freeze,"Marketing, Engineering",Health and Fitness App,B2B,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Medical owner total about degree health he.,"Unacademy, Vedantu"
Snapdeal,Pvt Ltd,Uttar Pradesh,Kolkata,2019,https://humphreyllc.in,https://logo.clearbit.com/humphreyllc.in,Decentralized homogeneous adapter,"Personal ball together cup see shake around. According medical entire least. Stuff look central.
Travel small live eight. State head sort fast.
Rock realize market follow. Minute ok responsibility ok enough edge thousand. Although special strong.",Edtech,₹179 Cr,4,Series C,2025-04-25,Evans-Miles,₹123 Cr,₹1661 Cr,95,262-1626,"CEO: Nathan Gonzalez, CTO: Paul Lowe",Susan Adams (https://linkedin.com/in/phillipharvey),Benjamin Dodson,32%,Hiring Freeze,"Product, Engineering",Job Search Platform,B2B,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Independent Pharmacies,Model summer situation him the.,"Startup A, Startup B"
Cashfree,Public Ltd,Delhi,Kolkata,2020,https://ford-peterson.in,https://logo.clearbit.com/ford-peterson.in,Multi-lateral mobile extranet,"Quickly particular manager player yourself TV. Future large responsibility military stage when foreign. Across form design sit.
Wonder material as attorney. Small interest visit can Republican although. Box force throw PM.",Edtech,₹141 Cr,4,Seed,2020-03-30,Poole-Jenkins,₹35 Cr,₹835 Cr,52,117-588,"CEO: Jasmin Matthews, CTO: Mark Brown",Laura Moore (https://linkedin.com/in/amber88),David Pearson,13%,Actively Hiring,"Product, Engineering",Learning App,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Local Kirana Stores,Water drive soldier mind organization significant body poor.,"Startup A, Startup B"
Pepperfry,Proprietorship,Tamil Nadu,Ahmedabad,2022,"https://richmond,priceandcampbell.in","https://logo.clearbit.com/richmond,priceandcampbell.in",Multi-channeled regional encoding,"Three bad Mr perhaps example chance provide. Practice travel interview financial.
They alone behavior any subject boy stuff. Own interesting quality guy.
Indicate push bring generation big relate. Strong dream audience knowledge site relate amount.",Logistics,₹2 Cr,3,Series A,2023-08-16,Smith-Mcclain,₹29 Cr,₹562 Cr,469,346-1395,"CEO: Kylie Diaz, CTO: Glenn Gallagher",Margaret Murphy (https://linkedin.com/in/lisalucas),Amanda West,7%,Actively Hiring,"Sales, Marketing",Stock Trading App,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Star former put everyone manager security.,"Urban Ladder, Ikea"
Lenskart,Proprietorship,Tamil Nadu,Chennai,2004,https://haas-montoya.in,https://logo.clearbit.com/haas-montoya.in,Extended dynamic structure,"Also really much. Until to identify.
Line sense travel significant research significant land. Yeah prove game think road stop.
Authority total travel both training. Still various environment could. That card anyone think eat small adult. Letter light attorney dream tonight join cultural.",SaaS,₹57 Cr,4,Seed,2021-08-06,Arroyo-Green,₹280 Cr,₹601 Cr,198,366-929,"CEO: Julie Fox, CTO: Ruth Kerr",Logan Tucker (https://linkedin.com/in/dennisjohnson),Elizabeth Martinez,10%,Actively Hiring,"Marketing, Engineering",Insurance Platform,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Mention instead these day administration year store.,"Titan Eyeplus, Coolwinks"
Urban Company,Pvt Ltd,Telangana,Delhi,2014,"https://singleton,weaverandmarshall.in","https://logo.clearbit.com/singleton,weaverandmarshall.in",Operative hybrid product,"High cultural at land born. Majority determine instead rule drop consumer organization.
Political production soldier evening skill and. And box line ago. Page child good. Figure military common under industry American something bring.",E-commerce,₹312 Cr,3,Series B,2025-03-18,Thomas Ltd,₹46 Cr,₹613 Cr,412,490-1016,"CEO: Jordan Smith DDS, CTO: Brett Stuart",Samantha Deleon (https://linkedin.com/in/robinsoncory),Daniel Jackson,49%,Actively Hiring,"Product, Engineering",Ride Hailing,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Local Manufacturers,Own my operation line interest nor prevent.,"Housejoy, Timesaverz"
DailyHunt,LLC,Rajasthan,Lucknow,2015,"https://parker,rodriguezandstokes.in","https://logo.clearbit.com/parker,rodriguezandstokes.in",Grass-roots encompassing capacity,"Dream security him decide argue set.
Receive hundred model large police guess.
Along drug be though nice. Mother point option purpose simple eye.
Thus teacher big. Time man what dog maintain. Report often amount bank red report test.",E-commerce,₹407 Cr,3,Seed,2025-01-09,"Walker, Allison and Williams",₹24 Cr,₹617 Cr,490,232-1352,"CEO: Kelly Ibarra, CTO: Deborah Bailey",Regina Grant (https://linkedin.com/in/gwilliams),Stephanie Fields,29%,Actively Hiring,"Sales, Engineering",Food Delivery,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Small Clinics and Schools,Bag entire Democrat interesting choice song.,"Company X, Company Y"
Zepto,Pvt Ltd,Delhi,Bengaluru,1997,https://leellc.in,https://logo.clearbit.com/leellc.in,Optional global migration,"Now mean decade while seat human common.
Really political more customer listen. Structure nation right different. Perform central two experience space walk. Which Mr industry.
Always care senior serve wear public institution. Drug think within science civil.",Healthtech,₹89 Cr,4,Seed,2021-11-01,Hall-Johnson,₹20 Cr,₹669 Cr,266,14-1183,"CEO: Chelsea Lindsey, CTO: Cameron Davidson",Gregory Garcia (https://linkedin.com/in/heather16),Mr. Lawrence Parks II,31%,Actively Hiring,"Engineering, Marketing",Health and Fitness App,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Small Clinics and Schools,Light especially wall consider.,"Startup A, Startup B"
Swiggy,Proprietorship,Delhi,Hyderabad,1997,https://lopez-murphy.in,https://logo.clearbit.com/lopez-murphy.in,Business-focused asynchronous system engine,"Tell magazine six bar. Respond fast sign. Trial run wife person left recently feel fast.
Enter pattern total fear that account. Drop be decision road.
Cover activity still much relationship Republican. Against walk indeed entire magazine.",Fintech,₹438 Cr,1,Series C,2020-12-20,Morris PLC,₹87 Cr,₹190 Cr,200,44-1645,"CEO: Kenneth Jones, CTO: John Smith",Morgan Lopez (https://linkedin.com/in/josephcory),Amanda Perkins,0%,Actively Hiring,"Sales, Product",Digital Payments,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Regional Retailers,Choose activity agree so walk half short.,"Zomato, Uber Eats"
Udaan,Public Ltd,Gujarat,Lucknow,2005,https://mccormick-gomez.in,https://logo.clearbit.com/mccormick-gomez.in,Cross-platform background moderator,"Series force southern. Board almost door evening.
Cover road bank.
Collection front only each. Tree suggest feel region now. Analysis course those fact form.
Ball I party power direction. Kitchen old activity trial major.",Edtech,₹252 Cr,1,Series B,2023-06-30,Lucero Ltd,₹193 Cr,₹1122 Cr,315,349-1391,"CEO: Ashley Skinner, CTO: Richard Morrow",Charles Pham (https://linkedin.com/in/amanda61),Grace Parsons,37%,Hiring Freeze,"Marketing, Product",Online Pharmacy,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Approach exactly behavior.,"Startup A, Startup B"
Practically,Public Ltd,Rajasthan,Delhi,1999,"https://contreras,leonandhobbs.in","https://logo.clearbit.com/contreras,leonandhobbs.in",Configurable reciprocal groupware,"Yes wait item however six be. Those week others office upon. Mean store relationship best successful general nation.
Future who represent on economy article. Story bring seem especially big anything into say. Agree six beyond gas once lay.",SaaS,₹277 Cr,1,Series B,2024-05-11,Reese LLC,₹57 Cr,₹795 Cr,281,145-1826,"CEO: Peter Hamilton, CTO: Jason Brown",Ryan Carney (https://linkedin.com/in/deborahbrown),Isaac Mendoza,30%,Actively Hiring,"Marketing, Sales",Prescription Medicines,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Red away issue she team military.,"Startup A, Startup B"
Flipkart,LLC,Tamil Nadu,Chennai,2015,https://washington-davis.in,https://logo.clearbit.com/washington-davis.in,Multi-tiered national matrix,"Want situation establish above young something. Whose read significant name.
Have national real defense account. Major television right black and. Item response face newspaper whom. Follow one opportunity become.",Logistics,₹251 Cr,3,Series B,2024-05-14,Wilson LLC,₹210 Cr,₹927 Cr,180,94-876,"CEO: Christopher Rodriguez, CTO: Jamie Wilson",Crystal Bernard (https://linkedin.com/in/ifernandez),Stephanie Rocha,48%,Actively Hiring,"Marketing, Sales",Ride Hailing,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Cold hundred effect easy safe me.,"Amazon, Meesho"
1mg,Pvt Ltd,Telangana,Kolkata,2003,https://morrisoninc.in,https://logo.clearbit.com/morrisoninc.in,Inverse well-modulated definition,"Accept program would ability job particularly. Activity space maybe police see morning. Grow site cut ready out. Determine option general teacher later.
Act learn difference. Institution him thus matter. Find traditional about expert high process weight approach.",Healthtech,₹340 Cr,1,Seed,2021-02-09,Perez PLC,₹256 Cr,₹617 Cr,199,51-1307,"CEO: Tara Cunningham, CTO: Mary Jackson",Micheal Mays (https://linkedin.com/in/alexander88),Patricia Lambert,5%,Hiring Freeze,"Marketing, Product",E-commerce Platform,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Else agreement maintain.,"Company X, Company Y"
ShareChat,Public Ltd,Tamil Nadu,Chandigarh,1999,https://clarkinc.in,https://logo.clearbit.com/clarkinc.in,Advanced non-volatile archive,"Director exist floor important get they term number. Only these couple.
Since sign challenge exactly bar. Customer program door war politics. Art floor coach decision area.
Current least free seek. Law industry area PM.",AgriTech,₹126 Cr,3,Pre-seed,2021-08-02,Nichols PLC,₹92 Cr,₹927 Cr,271,414-1114,"CEO: Logan Bailey, CTO: Michael Lucas",Marc Woodard (https://linkedin.com/in/austinwilliams),John Vargas,11%,Actively Hiring,"Marketing, Product",Fashion Retail,B2B,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Heart recognize wind town body production.,"Startup A, Startup B"
Scripbox,Pvt Ltd,Gujarat,Hyderabad,2016,"https://lopez,robbinsandmullins.in","https://logo.clearbit.com/lopez,robbinsandmullins.in",Mandatory mobile conglomeration,"Open seven cover study eight choice front require. Evidence east manage none heavy.
Month population agency man smile sell. Probably financial manage follow traditional green end.
Body arrive life room. Recently account agree project.",Healthtech,₹292 Cr,4,Seed,2022-10-23,"Cook, Matthews and Lane",₹121 Cr,₹1031 Cr,163,386-1039,"CEO: Emily Massey, CTO: Deborah Bates",Kevin Stark (https://linkedin.com/in/bmejia),Robert Lewis,17%,Actively Hiring,"Marketing, Product",Fashion Retail,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Rule cup road again federal fight.,"Startup A, Startup B"
Tork Motors,Proprietorship,Maharashtra,Lucknow,2010,https://lopez-gilbert.in,https://logo.clearbit.com/lopez-gilbert.in,Visionary tangible website,"Significant store large especially doctor. Yourself beat push today. Edge suggest identify piece feel international sister break.
Foot development floor.
Research consider pull bill.
Wear how budget join perhaps box ground deal. Certainly value energy record voice.",Fintech,₹250 Cr,1,Seed,2020-06-07,Smith Ltd,₹54 Cr,₹1341 Cr,200,195-563,"CEO: Jessica Blanchard, CTO: Ronald Bowen",Taylor Everett (https://linkedin.com/in/huntdonna),Mrs. Donna Thompson,17%,Actively Hiring,"Engineering, Product",Home Services,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Each sign quickly serve manager.,"Company X, Company Y"
BluSmart,Pvt Ltd,Maharashtra,Mumbai,2010,https://chavezltd.in,https://logo.clearbit.com/chavezltd.in,Enterprise-wide uniform help-desk,"Music same still. Station me light institution deal boy bar. Itself lawyer dinner recently.
Early mind product ask. Up rather our show manage toward word. Society business interest.
Common tough energy big election art city. Itself across official bag surface note property reality.",SaaS,₹379 Cr,1,Series A,2023-06-08,Bowman PLC,₹210 Cr,₹1206 Cr,361,91-659,"CEO: Joseph Acosta, CTO: Mindy Peterson",Edward Smith (https://linkedin.com/in/zpearson),Amber Gilbert,31%,Actively Hiring,"Marketing, Sales",Audio Wearables,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Support friend between respond.,"Startup A, Startup B"
Boat,Public Ltd,Rajasthan,Jaipur,1998,https://hicks-williams.in,https://logo.clearbit.com/hicks-williams.in,Re-contextualized tangible website,"I key specific. Young suggest see.
Reason service by recently five opportunity. Heavy prove visit move inside reach police.
Program nearly from who structure whole. Body body high oil rule risk natural. Issue certainly recognize would. Tell yes year remain market since.",AgriTech,₹196 Cr,2,Pre-seed,2024-01-27,Cooper Group,₹121 Cr,₹249 Cr,134,419-1325,"CEO: Sheena Patrick PhD, CTO: Charles Miranda",Brooke Wheeler (https://linkedin.com/in/mendozalisa),Gabrielle Wilcox,9%,Hiring Freeze,"Marketing, Engineering",Food Delivery,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Enterprises,"TCS, Infosys (India)",Different share TV country believe.,"Noise, JBL"
Razorpay,Proprietorship,Uttar Pradesh,Ahmedabad,1997,https://jordan-mcdaniel.in,https://logo.clearbit.com/jordan-mcdaniel.in,Profound executive service-desk,"Question yourself television Democrat suggest media appear change. Gas customer beautiful parent image continue. Friend traditional work do popular with.
About information current child prove.
Understand factor prepare cut. Reach maybe across front behind effect treat.",SaaS,₹374 Cr,3,Series B,2023-03-02,Ruiz-Kennedy,₹98 Cr,₹839 Cr,15,176-1106,"CEO: Emily Fletcher, CTO: Christopher Morris",Justin Garcia (https://linkedin.com/in/hamiltonedward),Megan Allison,15%,Hiring Freeze,"Marketing, Engineering",Credit Card Rewards,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Regional Retailers,Professional standard four theory protect director.,"Cashfree, PayU"
Swiggy,Pvt Ltd,Uttar Pradesh,Hyderabad,2004,"https://hale,smithandperry.in","https://logo.clearbit.com/hale,smithandperry.in",Distributed zero tolerance encoding,"Early environmental international adult example. Particular eight statement must deep change. Must country nice recently should artist house.
Gun allow kind contain grow rate herself.
Stuff strong later usually occur music serious. Final music include brother box power almost.",E-commerce,₹419 Cr,2,Series B,2021-06-19,Palmer-Smith,₹128 Cr,₹796 Cr,30,248-1627,"CEO: Ronald Stone, CTO: Kenneth Simmons",Amy Smith (https://linkedin.com/in/owright),Justin Rose,44%,Hiring Freeze,"Engineering, Product",Credit Card Rewards,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Startups and MSMEs,Recent answer kid generation southern ground because.,"Zomato, Uber Eats"
Razorpay,Proprietorship,Delhi,Chennai,1995,"https://henry,sanchezandadkins.in","https://logo.clearbit.com/henry,sanchezandadkins.in",Diverse even-keeled benchmark,"Blue player none production. Activity lawyer state company represent her. Author worker role energy. Indicate story common deal note provide civil.
Less section personal somebody. Unit current perhaps detail street. Candidate nor student sing other when. Interesting suddenly mouth next next choice.",AgriTech,₹420 Cr,1,Series B,2021-09-12,"Logan, Stephens and Jones",₹102 Cr,₹1170 Cr,377,434-1827,"CEO: Kelly Krueger, CTO: Emily Strong",John Liu (https://linkedin.com/in/robinsondonna),Brett Perez,5%,Actively Hiring,"Product, Engineering",Digital Payments,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Independent Pharmacies,Police environmental big cost wide increase.,"Cashfree, PayU"
Classplus,LLC,Karnataka,Kolkata,2012,"https://klein,sanchezandjohnson.in","https://logo.clearbit.com/klein,sanchezandjohnson.in",Organic context-sensitive structure,"Structure away attack partner four source do everything.
Doctor road father end born. Owner beat firm near range room herself.
May ten voice possible major. Since friend dinner mean true hold child. Coach crime discussion beat true.",AgriTech,₹327 Cr,4,Seed,2024-10-08,Smith-Henderson,₹241 Cr,₹263 Cr,402,199-1502,"CEO: Vanessa Steele, CTO: Catherine Howard",Jennifer Chandler (https://linkedin.com/in/christine91),Carmen Cruz,35%,Actively Hiring,"Marketing, Sales",Digital Payments,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Receive just project care.,"Teachmint, Practically"
Infosys,Public Ltd,Maharashtra,Lucknow,1997,https://cohenllc.in,https://logo.clearbit.com/cohenllc.in,Enterprise-wide 5thgeneration circuit,"Country imagine opportunity answer major. Message third for plant matter answer. Street large around fall production house.
Lose both similar mind simple. None raise remember skin author stage. Recently dream Democrat chair grow mother.",Edtech,₹210 Cr,1,Series A,2020-06-19,Alexander Inc,₹271 Cr,₹1251 Cr,392,92-1799,"CEO: Cody Mullen, CTO: Melissa Yates",Angel Ford (https://linkedin.com/in/danieldaniel),Jonathan Lucas,22%,Actively Hiring,"Product, Sales",Stock Trading App,B2B,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Moment article bad season than protect herself.,"Company X, Company Y"
Nykaa,Proprietorship,Telangana,Bengaluru,1996,https://reeves-shaw.in,https://logo.clearbit.com/reeves-shaw.in,Intuitive zero tolerance knowledge user,"Imagine discover actually hair. Often office leader through father see voice.
Make marriage blue floor. Perhaps possible product effect sound. Ground we them fast book common. Question sign happy center actually.",AgriTech,₹379 Cr,2,Series B,2022-07-22,"Edwards, Wilson and Williams",₹114 Cr,₹547 Cr,377,110-524,"CEO: Peter Guzman, CTO: Mary Alexander",Sherri Rivers (https://linkedin.com/in/hillchristopher),Calvin Walker,12%,Hiring Freeze,"Marketing, Engineering",Furniture Marketplace,B2B,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Certain left police against teach ahead financial note.,"Purplle, Myntra"
Boat,LLC,Punjab,Ahmedabad,1999,https://carter-ward.in,https://logo.clearbit.com/carter-ward.in,Persistent motivating definition,"Better house treatment. Teach much charge bed. Artist learn road try. Officer authority well born.
Debate room Mr speech machine among sense. Care force too lawyer bag high.
Make fill campaign positive young. For seat cut network authority fight half. Others everyone certainly day music time.",Fintech,₹444 Cr,2,Pre-seed,2020-02-04,"Johnson, Johnson and Morris",₹14 Cr,₹1895 Cr,148,491-1401,"CEO: Jason Huynh, CTO: Jill Cox",David Lewis (https://linkedin.com/in/megan09),Andrew Ho,36%,Hiring Freeze,"Product, Engineering",Online Pharmacy,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,After authority world by behind.,"Noise, JBL"
Nykaa,Proprietorship,Punjab,Mumbai,2017,"https://dixon,barkerandbarrett.in","https://logo.clearbit.com/dixon,barkerandbarrett.in",Quality-focused disintermediate infrastructure,"Well wide catch film suggest able. Huge pay second successful I federal manager.
Cell size hair model turn ground game.
Network more within few. Sound lead pass ten.
Artist relate push country establish simple. Detail care dinner probably letter instead process.",Fintech,₹306 Cr,3,Series A,2023-12-16,Robbins Group,₹107 Cr,₹902 Cr,198,151-1519,"CEO: Jody Hughes, CTO: Alex Montoya",Chelsey Hopkins (https://linkedin.com/in/karen81),Jason Lopez,41%,Hiring Freeze,"Marketing, Engineering",Prescription Medicines,B2B,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Startups and MSMEs,Whether camera son him policy move heavy.,"Purplle, Myntra"
